OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
1328,8545507,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2004
1329,8279418,ROUTE NOT FOUND,0.00,0.00,0.00,4/24/2004
1330,7923663,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2004
1331,8239279,NO ERROR,-83.41,36.17,1.30,7/2/2004
1332,7725398,NO ERROR,-87.22,36.26,24.30,1/22/2004
1333,8516232,ROUTE NOT FOUND,0.00,0.00,0.00,1/2/2004
1334,8178113,NO ERROR,-86.78,36.16,12.68,4/1/2004
1335,8170221,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2004
1336,8145949,NO ERROR,-86.71,36.13,21.93,2/21/2004
1337,8480313,NO ERROR,-86.69,36.30,21.43,10/1/2004
1338,8183284,ROUTE NOT FOUND,0.00,0.00,0.00,12/22/2004
1339,8404247,ROUTE NOT FOUND,0.00,0.00,0.00,10/27/2004
1340,8485101,NO ERROR,-86.68,36.17,18.68,7/25/2004
1341,8555901,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2004
1342,8009149,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2004
1343,7978979,NO ERROR,-83.92,35.93,4.39,4/3/2004
1344,8159635,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2004
1345,8467276,NO ERROR,-89.96,35.09,7.98,6/2/2004
1346,8326879,NO ERROR,-86.77,36.21,15.07,3/16/2004
1347,8049924,ROUTE NOT FOUND,0.00,0.00,0.00,10/27/2004
1348,8567434,NO ERROR,-89.93,35.18,19.15,4/5/2004
1349,8256725,ROUTE NOT FOUND,0.00,0.00,0.00,5/25/2004
1350,7725134,NO ERROR,-87.92,36.05,5.14,4/11/2004
1351,8556626,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2004
1352,8012112,ROUTE NOT FOUND,0.00,0.00,0.00,6/8/2004
1353,7983793,NO ERROR,-83.93,36.03,11.05,12/3/2004
1354,8162457,ROUTE NOT FOUND,0.00,0.00,0.00,7/6/2004
1355,8468035,NO ERROR,-89.94,35.18,18.59,11/12/2004
1356,8332026,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2004
1357,8060091,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2004
1358,8569014,NO ERROR,-84.87,35.15,13.35,7/14/2004
1359,8260407,NO ERROR,-86.30,36.63,36.04,8/10/2004
1360,7718095,ROUTE NOT FOUND,0.00,0.00,0.00,6/8/2004
1361,7947028,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2004
1362,8284346,NO ERROR,-85.76,35.65,2.80,5/8/2004
1363,8538978,NO ERROR,-85.27,35.02,10.19,5/4/2004
1364,8265497,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2004
1365,7922671,NO ERROR,-89.99,35.02,6.77,2/13/2004
1366,8234819,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2004
1367,8508651,NO ERROR,-84.23,36.37,10.10,12/11/2004
1368,8175462,ROUTE NOT FOUND,0.00,0.00,0.00,7/6/2004
1369,8169348,ROUTE NOT FOUND,0.00,0.00,0.00,1/5/2004
1370,8123566,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2004
1371,8479933,ROUTE NOT FOUND,0.00,0.00,0.00,8/8/2004
1372,8393739,NO ERROR,-84.10,35.67,2.36,9/19/2004
1373,8100970,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2004
1374,8554851,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2004
1375,7999154,ROUTE NOT FOUND,0.00,0.00,0.00,9/24/2004
1376,7970624,ROUTE NOT FOUND,0.00,0.00,0.00,2/18/2004
1377,8460824,ROUTE NOT FOUND,0.00,0.00,0.00,3/8/2004
1378,8318903,NO ERROR,-89.94,35.15,9.18,5/18/2004
1379,8039702,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2004
1380,8565182,ROUTE NOT FOUND,0.00,0.00,0.00,2/10/2004
1381,7935032,NO ERROR,-86.52,36.43,9.73,7/20/2004
1382,8255217,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2004
1383,7717773,NO ERROR,-87.16,36.47,2.17,2/12/2004
1384,8534979,NO ERROR,-85.29,35.02,5.76,6/30/2004
1385,8219897,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2004
1386,8500951,NO ERROR,-86.21,35.18,6.34,10/31/2004
1387,8171951,ROUTE NOT FOUND,0.00,0.00,0.00,3/2/2004
1388,8562427,ROUTE NOT FOUND,0.00,0.00,0.00,10/23/2004
1389,8033418,ROUTE NOT FOUND,0.00,0.00,0.00,6/11/2004
1390,7916282,ROUTE NOT FOUND,0.00,0.00,0.00,11/30/2004
1391,8536692,NO ERROR,-85.23,35.01,13.80,10/5/2004
1392,7921540,NO ERROR,-89.90,35.02,2.09,8/21/2004
1393,8224093,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2004
1394,8503616,ROUTE NOT FOUND,0.00,0.00,0.00,11/13/2004
1395,8173720,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2004
1396,8564079,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2004
1397,8036145,ROUTE NOT FOUND,0.00,0.00,0.00,9/11/2004
1398,8167329,NO ERROR,-86.76,36.23,16.73,6/8/2004
1399,8112268,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2004
1400,8472635,NO ERROR,-88.80,35.61,0.42,7/26/2004
1401,8385179,ROUTE NOT FOUND,0.00,0.00,0.00,4/19/2004
1402,8094032,NO ERROR,-89.98,35.15,6.71,5/4/2004
1403,8551557,NO ERROR,-83.92,36.00,8.99,7/21/2004
1404,7993546,NO ERROR,-84.05,36.02,1.11,10/5/2004
1405,7962808,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2004
1406,8437068,NO ERROR,-85.78,36.58,2.41,10/26/2004
1407,8309428,NO ERROR,-85.40,36.49,16.48,6/16/2004
1408,8565062,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2004
1409,7929550,ROUTE NOT FOUND,0.00,0.00,0.00,4/4/2004
1410,8253170,ROUTE NOT FOUND,0.00,0.00,0.00,1/14/2004
1411,7712020,NO ERROR,-86.51,36.17,3.35,11/6/2004
1412,8181132,NO ERROR,-86.66,36.04,14.68,2/8/2004
1413,8526102,NO ERROR,-84.09,36.23,9.93,12/26/2004
1414,8484133,NO ERROR,-86.63,36.16,27.52,11/21/2004
1415,8215118,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2004
1416,8497194,ROUTE NOT FOUND,0.00,0.00,0.00,10/22/2004
1417,8170487,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2004
1418,8561162,NO ERROR,-83.99,35.53,11.94,2/5/2004
1419,8031731,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2004
1420,8164419,NO ERROR,-86.64,36.07,28.08,11/3/2004
1421,8105641,NO ERROR,-86.71,36.26,7.04,2/18/2004
1422,8470961,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2004
1423,8338960,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2004
1424,8073912,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2004
1425,8263505,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2004
1426,7959461,NO ERROR,-89.98,35.11,0.23,1/4/2004
1427,8413029,ROUTE NOT FOUND,0.00,0.00,0.00,11/11/2004
1428,8165726,NO ERROR,-86.78,36.16,12.68,3/6/2004
1429,8107346,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2004
1430,8471570,NO ERROR,-89.93,35.19,19.25,11/1/2004
1431,8361818,NO ERROR,-88.86,35.64,8.96,3/11/2004
1432,8087026,NO ERROR,-88.38,35.79,13.80,5/15/2004
1433,7960618,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2004
1434,8424994,ROUTE NOT FOUND,0.00,0.00,0.00,11/19/2004
1435,8303382,NO ERROR,-83.01,36.38,10.53,9/16/2004
1436,8564626,NO ERROR,-89.91,35.12,5.74,2/6/2004
1437,8548870,NO ERROR,-83.99,36.01,5.42,5/22/2004
1438,7925775,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2004
1439,8251221,ROUTE NOT FOUND,0.00,0.00,0.00,3/19/2004
1440,7705803,NO ERROR,-83.44,36.04,7.66,1/11/2004
1441,8180010,ROUTE NOT FOUND,0.00,0.00,0.00,8/5/2004
1442,8153617,NO ERROR,-86.76,36.24,17.10,9/15/2004
1443,8523319,NO ERROR,-86.78,36.16,12.31,12/14/2004
1444,8481896,NO ERROR,-86.81,36.15,15.61,9/25/2004
1445,8200646,NO ERROR,-86.67,36.05,23.52,1/5/2004
1446,8492192,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2004
1447,8557001,NO ERROR,-90.02,35.09,6.78,4/13/2004
1448,8017102,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2004
1449,8162876,NO ERROR,-86.79,36.17,0.05,7/8/2004
1450,8102623,NO ERROR,-86.88,36.51,11.20,2/24/2004
1451,8470127,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2004
1452,8332870,NO ERROR,-86.73,36.08,7.02,5/30/2004
1453,8061461,ROUTE NOT FOUND,0.00,0.00,0.00,5/29/2004
1454,8262968,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2004
1455,7919976,NO ERROR,-89.88,35.11,7.44,2/27/2004
1456,7705584,NO ERROR,-83.42,36.02,9.53,12/28/2004
1457,7952799,NO ERROR,-88.48,35.94,14.50,9/24/2004
1458,8405274,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2004
1459,8288365,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2004
1460,7911828,ROUTE NOT FOUND,0.00,0.00,0.00,3/20/2004
1461,8544287,ROUTE NOT FOUND,0.00,0.00,0.00,7/6/2004
1462,8265997,NO ERROR,-90.03,35.22,17.11,9/28/2004
1463,7923303,NO ERROR,-90.06,35.09,7.98,3/30/2004
1464,8237280,NO ERROR,-83.82,36.00,14.96,4/18/2004
1465,7695767,NO ERROR,-86.51,35.97,6.09,3/25/2004
1466,8514763,ROUTE NOT FOUND,0.00,0.00,0.00,4/12/2004
1467,8177981,NO ERROR,-86.80,36.18,1.06,1/2/2004
1468,8169582,NO ERROR,-86.92,36.10,10.01,1/8/2004
1469,8138456,NO ERROR,-86.29,36.22,14.91,2/19/2004
1470,8296856,NO ERROR,-89.94,35.17,18.14,1/26/2004
1471,7909672,NO ERROR,-86.72,36.40,5.21,3/9/2004
1472,8547382,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2004
1473,8280105,NO ERROR,-85.88,35.99,13.97,2/26/2004
1474,7925071,ROUTE NOT FOUND,0.00,0.00,0.00,2/17/2004
1475,8244107,NO ERROR,-82.34,36.32,1.36,3/27/2004
1476,7694988,NO ERROR,-85.28,35.02,9.65,8/28/2004
1477,8517443,NO ERROR,-86.80,36.15,8.09,1/10/2004
1478,8178560,NO ERROR,-86.83,36.15,9.43,1/15/2004
1479,8148579,ROUTE NOT FOUND,0.00,0.00,0.00,7/22/2004
1480,8480662,ROUTE NOT FOUND,0.00,0.00,0.00,8/24/2004
1481,8192849,NO ERROR,-86.78,36.16,12.56,1/17/2004
1482,8485340,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2004
1483,8556433,ROUTE NOT FOUND,0.00,0.00,0.00,10/25/2004
1484,8010969,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2004
1485,7981682,NO ERROR,-84.06,36.02,0.71,9/20/2004
1486,8162204,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2004
1487,8467398,NO ERROR,-90.03,35.03,2.51,6/3/2004
1488,8328441,ROUTE NOT FOUND,0.00,0.00,0.00,7/10/2004
1489,8053329,NO ERROR,-86.07,35.47,15.23,3/21/2004
1490,8567565,NO ERROR,-90.02,35.11,7.80,3/5/2004
1491,8259819,ROUTE NOT FOUND,0.00,0.00,0.00,11/26/2004
1492,7692574,NO ERROR,-85.29,35.00,7.08,10/23/2004
1493,7943838,ROUTE NOT FOUND,0.00,0.00,0.00,2/1/2004
1494,8538413,ROUTE NOT FOUND,0.00,0.00,0.00,3/4/2004
1495,7921820,ROUTE NOT FOUND,0.00,0.00,0.00,6/21/2004
1496,8232687,ROUTE NOT FOUND,0.00,0.00,0.00,11/26/2004
1497,8505773,ROUTE NOT FOUND,0.00,0.00,0.00,9/19/2004
1498,8174800,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2004
1499,8167873,NO ERROR,-86.75,36.15,14.11,3/22/2004
1500,8121884,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2004
1501,8476106,NO ERROR,-86.76,36.15,18.91,6/4/2004
1502,8392133,NO ERROR,-86.61,36.31,3.62,5/7/2004
1503,8099314,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2004
1504,8554122,NO ERROR,-82.55,36.54,9.09,4/22/2004
1505,7998352,ROUTE NOT FOUND,0.00,0.00,0.00,4/16/2004
1506,7966299,NO ERROR,-83.89,36.00,22.62,8/28/2004
1507,8457366,NO ERROR,-83.92,35.99,8.23,4/19/2004
1508,8313573,NO ERROR,-90.05,35.14,11.70,9/5/2004
1509,8480048,NO ERROR,-86.72,36.25,17.97,10/3/2004
1510,8402061,ROUTE NOT FOUND,0.00,0.00,0.00,9/16/2004
1511,8101890,NO ERROR,-86.78,36.16,17.71,7/25/2004
1512,8555738,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2004
1513,8006922,NO ERROR,-89.96,35.13,2.35,11/30/2004
1514,7975024,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2004
1515,8157109,NO ERROR,-83.18,35.96,6.59,3/6/2004
1516,8466374,NO ERROR,-89.97,35.10,8.75,5/11/2004
1517,8324002,NO ERROR,-86.77,36.20,14.36,8/6/2004
1518,8045741,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2004
1519,8567145,ROUTE NOT FOUND,0.00,0.00,0.00,7/29/2004
1520,7940726,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2004
1521,8255546,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2004
1522,7690541,ROUTE NOT FOUND,0.00,0.00,0.00,11/24/2004
1523,7906167,ROUTE NOT FOUND,0.00,0.00,0.00,6/27/2004
1524,8536207,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2004
1525,7920891,NO ERROR,-90.03,35.01,0.80,3/17/2004
1526,8220514,NO ERROR,-86.90,36.13,5.28,3/20/2004
1527,8502602,NO ERROR,-87.37,36.06,7.19,11/12/2004
1528,8173523,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2004
1529,8563347,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2004
1530,8034579,NO ERROR,-88.82,35.65,11.18,2/16/2004
1531,8166916,NO ERROR,-86.75,36.12,10.04,6/28/2004
1532,8109933,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2004
1533,8472316,ROUTE NOT FOUND,0.00,0.00,0.00,3/21/2004
1534,8376843,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2004
1535,8092888,ROUTE NOT FOUND,0.00,0.00,0.00,12/21/2004
1536,7962566,ROUTE NOT FOUND,0.00,0.00,0.00,6/29/2004
1537,8435015,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2004
1538,8305031,NO ERROR,-84.13,35.76,2.62,12/10/2004
1539,8564976,ROUTE NOT FOUND,0.00,0.00,0.00,2/17/2004
1540,7928319,NO ERROR,-89.85,35.20,4.05,8/7/2004
1541,8252033,ROUTE NOT FOUND,0.00,0.00,0.00,6/22/2004
1542,7680064,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2004
1543,8180908,NO ERROR,-86.76,36.15,12.14,3/27/2004
1544,7905771,ROUTE NOT FOUND,0.00,0.00,0.00,4/19/2004
1545,8524204,NO ERROR,-86.78,36.16,12.68,3/15/2004
1546,8483279,ROUTE NOT FOUND,0.00,0.00,0.00,12/4/2004
1547,8203575,NO ERROR,-86.80,36.15,16.13,11/1/2004
1548,8565140,NO ERROR,-89.97,35.09,8.49,3/6/2004
1549,7933206,ROUTE NOT FOUND,0.00,0.00,0.00,12/26/2004
1550,8254487,ROUTE NOT FOUND,0.00,0.00,0.00,1/13/2004
1551,7679801,ROUTE NOT FOUND,0.00,0.00,0.00,1/23/2004
1552,8530123,ROUTE NOT FOUND,0.00,0.00,0.00,1/2/2004
1553,8219171,ROUTE NOT FOUND,0.00,0.00,0.00,3/17/2004
1554,8500512,NO ERROR,-83.92,35.93,4.36,10/11/2004
1555,8170644,ROUTE NOT FOUND,0.00,0.00,0.00,9/25/2004
1556,8561933,ROUTE NOT FOUND,0.00,0.00,0.00,4/24/2004
1557,8032944,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2004
1558,8165002,NO ERROR,-86.79,36.17,0.13,12/8/2004
1559,8106886,NO ERROR,-86.72,36.14,22.10,8/22/2004
1560,8471435,NO ERROR,-89.92,35.15,10.01,4/8/2004
1561,8350971,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2004
1562,8082818,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2004
1563,8264177,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2004
1564,7960463,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2004
1565,8424193,NO ERROR,-83.46,36.23,4.67,8/25/2004
1566,8301925,NO ERROR,-82.39,36.31,15.90,6/25/2004
1567,8564545,ROUTE NOT FOUND,0.00,0.00,0.00,3/3/2004
1568,8547745,NO ERROR,-83.92,35.97,7.22,10/8/2004
1569,8280617,ROUTE NOT FOUND,0.00,0.00,0.00,12/28/2004
1570,7925762,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2004
1571,8250264,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2004
1572,7677058,ROUTE NOT FOUND,0.00,0.00,0.00,4/19/2004
1573,8179527,ROUTE NOT FOUND,0.00,0.00,0.00,4/2/2004
1574,7903892,ROUTE NOT FOUND,0.00,0.00,0.00,1/10/2004
1575,8152589,ROUTE NOT FOUND,0.00,0.00,0.00,11/23/2004
1576,8518789,NO ERROR,-86.87,36.11,11.40,8/14/2004
1577,8481083,ROUTE NOT FOUND,0.00,0.00,0.00,11/22/2004
1578,8198374,ROUTE NOT FOUND,0.00,0.00,0.00,1/14/2004
1579,8489811,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2004
1580,8556633,ROUTE NOT FOUND,0.00,0.00,0.00,7/31/2004
1581,8012347,NO ERROR,-90.00,35.12,11.11,9/15/2004
1582,8162549,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2004
1583,8468126,NO ERROR,-90.04,35.16,13.03,11/5/2004
1584,8332514,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2004
1585,8061189,ROUTE NOT FOUND,0.00,0.00,0.00,2/24/2004
1586,8569333,ROUTE NOT FOUND,0.00,0.00,0.00,12/7/2004
1587,8496322,ROUTE NOT FOUND,0.00,0.00,0.00,10/23/2004
1588,8170472,ROUTE NOT FOUND,0.00,0.00,0.00,7/29/2004
1589,8559209,NO ERROR,-82.55,36.54,2.52,7/14/2004
1590,8030319,ROUTE NOT FOUND,0.00,0.00,0.00,9/24/2004
1591,8164220,NO ERROR,-86.71,36.11,3.63,11/3/2004
1592,8104001,NO ERROR,-86.62,36.20,23.26,2/3/2004
1593,8470655,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2004
1594,8335111,NO ERROR,-86.80,36.15,8.10,7/25/2004
1595,8071528,NO ERROR,-86.45,35.84,8.39,3/6/2004
1596,8263366,ROUTE NOT FOUND,0.00,0.00,0.00,2/18/2004
1597,7956457,NO ERROR,-90.05,35.13,1.66,1/22/2004
1598,8407871,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2004
1599,8294239,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2004
1600,8545979,NO ERROR,-83.94,35.97,11.35,8/27/2004
1601,8279442,NO ERROR,-86.09,36.26,1.70,1/4/2004
1602,7923998,NO ERROR,-90.05,35.14,2.01,3/30/2004
1603,8240072,NO ERROR,-82.78,36.18,18.40,5/13/2004
1604,7668727,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2004
1605,8516585,NO ERROR,-86.80,36.15,16.34,4/14/2004
1606,8178143,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2004
1607,8146369,ROUTE NOT FOUND,0.00,0.00,0.00,11/24/2004
1608,8480368,ROUTE NOT FOUND,0.00,0.00,0.00,12/6/2004
1609,8183759,ROUTE NOT FOUND,0.00,0.00,0.00,4/23/2004
1610,8485119,NO ERROR,-86.92,36.08,11.35,12/21/2004
1611,8556144,ROUTE NOT FOUND,0.00,0.00,0.00,3/23/2004
1612,8010695,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2004
1613,7979628,NO ERROR,-83.90,35.98,21.68,7/31/2004
1614,8159750,NO ERROR,-82.36,36.31,0.75,8/28/2004
1615,8467323,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2004
1616,8328308,NO ERROR,-87.42,36.59,20.28,4/19/2004
1617,8050233,NO ERROR,-85.51,36.17,10.63,5/12/2004
1618,8567451,NO ERROR,-90.02,35.11,8.12,2/13/2004
1619,8256934,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2004
1620,7662834,ROUTE NOT FOUND,0.00,0.00,0.00,11/5/2004
1621,7902050,NO ERROR,-86.86,35.94,13.13,3/15/2004
1622,8536833,NO ERROR,-85.31,35.05,0.16,5/18/2004
1623,7921590,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2004
1624,8224706,ROUTE NOT FOUND,0.00,0.00,0.00,3/5/2004
1625,8503697,ROUTE NOT FOUND,0.00,0.00,0.00,5/24/2004
1626,8262279,NO ERROR,-87.13,36.47,16.80,5/3/2004
1627,7658488,ROUTE NOT FOUND,0.00,0.00,0.00,11/17/2004
1628,7952049,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2004
1629,8287709,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2004
1630,7892624,NO ERROR,-86.50,36.00,4.77,3/13/2004
1631,8539057,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2004
1632,8265733,ROUTE NOT FOUND,0.00,0.00,0.00,7/5/2004
1633,7922705,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2004
1634,8235429,NO ERROR,-84.05,36.02,1.21,2/17/2004
1635,7658435,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2004
1636,8510031,NO ERROR,-90.05,35.14,0.17,3/11/2004
1637,8177410,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2004
1638,8169368,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2004
1639,8127908,NO ERROR,-86.04,35.44,18.38,6/10/2004
1640,8480032,ROUTE NOT FOUND,0.00,0.00,0.00,8/8/2004
1641,8394455,NO ERROR,-84.15,35.65,0.78,1/26/2004
1642,8101243,NO ERROR,-86.71,36.26,18.16,1/20/2004
1643,8555026,ROUTE NOT FOUND,0.00,0.00,0.00,9/15/2004
1644,8000579,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2004
1645,7972909,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2004
1646,8466357,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2004
1647,8319776,NO ERROR,-86.64,36.07,28.10,7/22/2004
1648,8040715,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2004
1649,8566838,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2004
1650,7935395,NO ERROR,-86.18,36.10,13.37,5/1/2004
1651,8255259,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2004
1652,7654228,NO ERROR,-84.52,35.33,20.11,12/2/2004
1653,7887999,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2004
1654,8535335,ROUTE NOT FOUND,0.00,0.00,0.00,2/14/2004
1655,7920281,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2004
1656,8220183,NO ERROR,-86.77,36.17,14.60,4/15/2004
1657,8501202,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2004
1658,8172971,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2004
1659,8562935,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2004
1660,8034508,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2004
1661,8166338,NO ERROR,-86.76,36.15,19.04,6/30/2004
1662,8108673,NO ERROR,-86.80,36.15,16.13,2/23/2004
1663,8471577,NO ERROR,-90.04,35.16,12.20,4/15/2004
1664,8362287,NO ERROR,-89.56,35.15,4.40,8/6/2004
1665,8089268,NO ERROR,-89.84,35.34,19.50,8/27/2004
1666,8173820,ROUTE NOT FOUND,0.00,0.00,0.00,7/31/2004
1667,8564198,NO ERROR,-90.05,35.12,0.80,4/9/2004
1668,8036153,NO ERROR,-82.22,36.55,13.18,2/28/2004
1669,8167475,NO ERROR,-86.71,36.13,21.93,10/29/2004
1670,8112911,ROUTE NOT FOUND,0.00,0.00,0.00,4/15/2004
1671,8472643,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2004
1672,8389322,NO ERROR,-85.46,35.93,9.71,7/20/2004
1673,8095220,ROUTE NOT FOUND,0.00,0.00,0.00,7/30/2004
1674,8551631,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2004
1675,7997747,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2004
1676,7965655,ROUTE NOT FOUND,0.00,0.00,0.00,7/7/2004
1677,8442789,NO ERROR,-85.74,36.10,4.76,2/12/2004
1678,8311058,ROUTE NOT FOUND,0.00,0.00,0.00,10/1/2004
1679,8565084,ROUTE NOT FOUND,0.00,0.00,0.00,2/28/2004
1680,7930075,ROUTE NOT FOUND,0.00,0.00,0.00,11/19/2004
1681,8253339,ROUTE NOT FOUND,0.00,0.00,0.00,11/16/2004
1682,7629418,NO ERROR,-90.07,35.12,11.65,1/14/2004
1683,7868977,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2004
1684,8527983,NO ERROR,-85.14,35.81,3.20,12/14/2004
1685,8484554,NO ERROR,-86.73,36.09,7.59,9/5/2004
1686,8216809,NO ERROR,-86.72,36.13,21.60,2/29/2004
1687,8499578,ROUTE NOT FOUND,0.00,0.00,0.00,12/25/2004
1688,8170493,ROUTE NOT FOUND,0.00,0.00,0.00,11/29/2004
1689,8561275,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2004
1690,8031798,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2004
1691,8164795,ROUTE NOT FOUND,0.00,0.00,0.00,7/7/2004
1692,8106405,ROUTE NOT FOUND,0.00,0.00,0.00,1/1/2004
1693,8471027,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2004
1694,8342052,ROUTE NOT FOUND,0.00,0.00,0.00,12/25/2004
1695,8076900,NO ERROR,-84.95,35.29,25.05,1/16/2004
1696,8264083,NO ERROR,-90.05,35.13,1.66,3/27/2004
1697,7959702,ROUTE NOT FOUND,0.00,0.00,0.00,3/24/2004
1698,8414127,NO ERROR,-88.64,35.44,0.85,11/28/2004
1699,8296959,NO ERROR,-89.97,35.16,16.03,2/20/2004
1700,7868298,NO ERROR,-86.87,36.11,11.52,2/20/2004
1701,8547542,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2004
1702,8280313,NO ERROR,-84.84,35.89,27.28,1/15/2004
1703,7925223,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2004
1704,8245987,ROUTE NOT FOUND,0.00,0.00,0.00,6/2/2004
1705,7627679,NO ERROR,-84.16,36.23,11.41,5/17/2004
1706,8178584,NO ERROR,-86.95,36.08,5.82,4/14/2004
